,review_body,review_date,hotelName,hotelUrl
31,"The hotel itself is good, breakfast was a real plus. Room spacious and clean, however the double glazing didn't keep the noise at bay, every vehicle & tram could be heard pretty much thru the night. Staff very helpful, very pleasant. There's a nice little Chinese restaurant 25m away where the food is good, only real issue was that the lass had a young child that took her attention (we don't eat late). My main issue with the hotel was their evening meal, either they can't tell the difference between pork & beef or they were just trying to offload pork. The food was good but rather than make a point I let it go - don't trust kitchen staff when they are criticised if you get my drift, take it on the chin and move on.","October 11, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
32,"The hotel was very clean and the service was perfect. I had breakfast included in my packaged and the breakfast was always fresh and good. The room was a standard, but it was very big and also included a mini bar. I loved that everyone who worked there was so friendly, seemed happy and very eager to help us. The rooms were cleaned everyday on time and if ever we were in and needed the room cleaned later that was no problem. all information needed was always given to us if needed and the hotel is only maybe 15 minutes away from the centre of the city centre. the tram is right outside of the hotel and everything is so easy because of this. bikes are available at the hotel to ride and tours are also available. overall the experience there was perfect and I will be booking with them again on my next trip to Prague.ps: being an English speaker I had no troubles communicating. pss: I never heard any other persons living there. it was so quiet!","September 25, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
33,"We travelled with our 8 year old from England. The hotel is in a great location, short journey by tram number 6 (kids love the trams!) to the city centre. Even getting to and from airport so easy. From airport take the regular bus down to the underground station and Praha Holesovice is the nearest underground to the hotel. It is 8 minutes walk to the hotel or take the tram.The room was spacious enough and comfortable for 3, nice bathroom, quiet hotel, reception staff was very helpful, friendly and courteous. Also it was very hot outside (30 degrees) and air-conditioning was important and worked.  Breakfast was amazing, full English as well as Czech and freshly baked breads, Czech cakes, croissants. Choices of teas and coffees. It really was more like a Breakfast-Lunch. Also you have a little shops around if you want to buy ""picnic"" for your trip around Prague.Tip: if you travel with children: As you walk across Charles Bridge towards The Castle, before you exit on your right hand side is a little children playground, a real gem for kids to rest (next to Kampa restaurant)We enjoyed the hotel so much, that will not be looking for anything else as we will be back.","September 23, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
34,"Plaza Alta hotel was a great hotel 15minutes from the town centre on tram number 6. We had a free strudel and coffee, breakfast each morning and 1 day tram pass included in our stay and the room was big enough and clean for our needs. The staff were helpful and I would stay here again easily.","August 27, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
35,"It's not four stars hotel, however is good for short stay. Not in the city center but quite close to the metro station. Rooms are clean, service is ok. Good breakfast with various choices. Nice restaurant in the hotel.","August 11, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
36,"Basic hotel with okay rooms.The reception was helpful, the cleaning ladies made a terrible job and the room was barely cleaned the days we were there.The breakfast was good, but the waitors were not very polite/ ignorante. The best thing about the hotel was close to the tram that took you straight to the city center.For the price, it’s a okay hotel but I would probably not recommend it to friends.  ","August 5, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
37,"Lady at the check-in (22nd of July 2 pm) blond hair, named Catherine was very, very rude. Unprofessional, does not speak the word of English. She rolled her eyes when I asked her how do we access car parkingUnbelievable.On the other hand, Jan, also receptionist, was very kind and polite overall but especialy when we were trying to communicate confusion regarding parking. We were not aware that car parking has to be payed additionally. That was our fault cause we assumed parking was free. Even though we were wrong he was very nice.Room was clean and tidy. I would rate this hotel as 3 star. Breakfast was very good.Don't use hotel taxi. Too expensive. Uber works great. ","July 24, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
38,"We booked this hotel with parking. But didn’t received any possibility, even if we showed email with comfirmation. Lady in reception ( 5th of July) was the worst ever who shouldn’t work in hotel - shouted and used unappropriate language and way to speak with customers. Very afwul experience! Rooms were not clean. Rating should be not more, than 3stars for this hotel.","July 8, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
39,"First off I arrived at this hotel with a your group consisting of people from all over the world. We all made long flights and went through major international airports and security. When we got to the reception desk all the non whites were required to show their passports or they would not be given keys to their room. I immediately asked for another hotel but it was not possible as this was the one Trafalgar chose.The food was awful and some of us were sick next day. This was one of the 5 countries i visited from June 2 to 16 and one thing i can say is, this part of the world never heard of customer service.If you like your creature comforts and are non white then I suggest avoiding this hotel!","July 2, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
40,"The hotel and room was okay, it is basic hotel, my opinion is that, this is 3 star hotel.The location is maybe far at centrum, but tram is nearby, it's easy to navigate from place to place.Only minus was hotel taxi system, we say to the reception, can they call to us taxi because we need to go to the airport, they say yes and she call immediately taxi, first group ask, how much taxi cost to the airport, taxi driver say 750 czk, and when we arriwed to the airport, the price was 1000 czk, so i say, do not use hotel taxi service!The taxi did not have a taxi meter, taxi tickets and of course we did not got the receipt.When I read the price of the taxi in Prague, then the ""trusted"" hotel taxi was pretty expensive.","June 11, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
41,"My husband and I did a land tour and one of the hotels we stayed in was Plaza Alto Hotel in Prague. I requested a shower and traded with the coach driver with the approval of the desk clerk. Our room was sub standard. Night table next to bed was missing. We went to the desk. As I approached the desk, the women desk clerk looked at me and said ""you are the women who had to have a shower"" in a loud and nasty voice. Then the male clerk started shouting in a loud and nasty voice ""you got a shower what more do you want""? I asked nicely if I could have a night table for my side of the bed. You could see that at one time there was a table from the indentations in the carpet. The male desk clerk kept yelling. I told him this is no was to treat guests. As I walked away the female clerk yelled ""you can't have a table from the lobby"". We have traveled for many years and have stayed in many hotels and have never been treated like this. It has never occurred to me to ask for a lobby table or receive one. I did not tell them that our TV did not work or the toilet seat was falling off. I waited for the night clerk to come on duty and told him about the toilet seat. He said someone would be there in the morning to fix it. It was never fixed and we were there for 2 days. In the morning our coach group and other guests were having breakfast in the dining room. When one of our fellow tour guests asked the busboy if he would clean off a table since there was no other place to sit. His response was to yell""OK, OK, OK"". This was disruptive to the other guests trying to eat their breakfast. These people need a course in How To Treat Hotel Guests. We do not recommend this hotel to anyone and we will never stay there again.","May 22, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
42,"Modern hotel with big room, lots of storage and a safe. Room was on the main road but the AC worked great to drown out any noise. No tea or coffee in the room. The bathroom needed a new shower head, the one there swiveled around in the wobbly holder. Water was hot. There was a SOS button on the wall above the tub which was interesting. What happens if you press it? Whose job is it to run to save you? Do they get danger pay? Breakfast was good.","May 16, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
43,Stayed here for three nights as part of a short break at the end of April 2018. We had the only room which had a balcony which overlooked the front of the hotel. The room was lovely and big with a separate toilet and bathroom. There were tea facilities available in the room.There was a small fitness room on the first floor and breakfast was provided as part of the deal. The staff were very helpful in terms of advice about trams and trains which passed near to the hotel. There were limited restaurants in the area but food and drinks were very reasonably priced. Really enjoyed the experience but then we did have very good weather.,"April 25, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
44,"Lovely and clean, very relaxing surroundings. The Mexican restaurant attached has a limited menus but good value and the food is good. The best pork T bone stake ever in a restaurant. The hotel is within easy reach of the tourist areas but far enough out not to get stung, some good local bars etc around ","March 12, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
45,"My partner and I spent a weekend at the Plaza Alta and I have to say it is a lovely hotel. Jan who works at reception is very friendly and very helpful and knowledgable about the area. He is a big asset to the hotel. The breakfast was lovely bacon, eggs, sausage, croissants, ham, cheese toast. The coffee although from a machine was very nice. Selection of hot and cold food. The room 212 was comfortable, clean and the location is very quiet enabling you to sleep. Overall a lovely stay I would definitely recommend and stay there again. The only issue I would point out and this is nothing to do with the hotel but there are some unscrupulous taxis in the city centre who charge you a ridiculous fee of 500 korunas to bring you a short distance journey from the city centre to the hotel. Please be careful regarding this and use the tram if you can, or speak to Jan to arrange a taxi. Prague is a beautiful city and the Plaza Alta hotel is great. ","March 12, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
46,"Though this hotel is PARA 7 but very close to Old City Square, 5 stops in tram and then walkable; decent breakfast fast internet speed along with clean beds. Value for money must recommend for anyone. Also the hotel’s recommended site tour is quite reasonable. Some good restaurants are around.","February 14, 2018","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
47,"We arrived at 11am but we got checked in straight away. The reception staff are very friendly and helpful. Rooms were fine and good value for money. Breakfasts are perfectly sufficient. The hotel is located about a 10 minute tram ride from the centre, buy your tickets from reception as you can't get them from the tram stop which is just across the road from the hotel. There is a restaurant attached to the hotel but it seems to be packed out each night with overnighting coach trippers.","November 10, 2017","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
48,"Our standard room was very nice. We had way more than we needed for our trip, but took advantage of every thing we got. The room was clean and every time we needed our towels washed, we had clean ones the same evening.The staff at the reception was helpful and spoke good to excellent English, depending on who staffed the reception at the time. At the very least, the reception offers stamps, postal services, tickets for the zoo, tickets for public transport (30 minutes and 3 days only) and a cute, glass duck that supports the local zoo.The hotel is really close to public transport, which is a boon for anyone who wants to visit the city, but not get a hotel in the city proper.Trams 6 and 12 stop within 200 meters of the hotel and you can get tickets at the stop or even at the hotel.We didn't use the access to the fitness, though.","November 5, 2017","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
49,Stayed at hotel with friends for 4 days..rooms were fine .breakfast wasn't much but probably because were spoilt back in uk...but food at hotel was really good and not expensive.neither was alcohol...all in all not a bad hotel...bout 15min via taxi from airport and 5 stops from hotel via tram into main town.square..,"September 19, 2017","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
50,This was one of the host hotels for a key international sports event outside Prague. Everything OK. Nothing exceptional. Clean. Twin beds. TV limited. Too far to walk back from Old Town (I tried) but good trams or Uber. Restaurant integrated with next door. Cheaper to buy snacks from neighbouring small shops than use minibar. Free wifi. ,"August 28, 2017","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
51,"We stayed 3 nights. To my surprise the hotel has 4 stars, well in my opinion it is more like 3 star hotel. The hotel is situated few tram stops from old town. Public transport is near and it made very easy to go around the town. This is the most positive thing about the hotel. The room was clean but quite small, one of the sheets in bed had a hole in it. The pillows needs to be changed also. Unfortunately we got room on the 1st floor, right above the service entrance and every morning I woke up at 6 AM due to the loud noise coming from the service coridor. All the laundry and carbage containers made terrible noise while dragged on the floor early morning. This was quite annoying. As it was very warm outside I wanted to keep the window open during the night, but it wasn't possible due to the noise. The room had conditioner, but I don't like to use it much. Even with the window closed the noise was terrible. One evening we decided to have dinner at the hotel restaurant. There was some issues with electricity and we waited the food at least 1,5 hours. We wasn't informed in any way that the kitchen had problems, just waited and waited. Breakfast was the same every morning. Not bad, but nothing extra good either. Some negative experiences unfortunately and I probably will not book this hotel again.","August 14, 2017","0    Plaza Prague Hotel
Name: hotel_name, dtype: object",http://www.tripadvisor.com/Hotel_Review-g274707-d276512-Reviews-Plaza_Prague_Hotel-Prague_Bohemia.html
